Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 otc," may change how your medications work or increase your risk for serious side effects. This document does not contain all possible  . Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ANTIHISTAMINES  ANTIHISTAMINES - PIPERIDINE,Be the first to review it,"Fexofenadine  is an  antihistamine  used to relieve  allergy symptoms  such as watery  eyes ,  runny nose ,  itching   eyes /nose,  sneezing ,  hives , and  itching . It works by blocking a certain natural substance ( histamine ) that your body makes during an  allergic reaction .",Children's Allergy Relief (fexofenadine) oral, label,Kidney Disease,", fever, or   upset may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: antihistamines applied to the skin (such as diphenhydramine cream, ointment, spray).",ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE,Be the first to review it,"Doxylamine  is an  antihistamine , used to relieve symptoms of  allergy ,  hay fever , and the  common cold . This  medication  works by blocking certain natural substances ( histamine , acetylcholine) that your body makes. This effect helps to relieve  allergy / cold symptoms  such as watery  eyes ,  runny nose , and  sneezing .",Nighttime Sleep-Aid (doxylamine) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland","Drowsiness,  ,  ,  ,   upset, blurred  , decreased coordination, or  /nose/throat may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Bionel Pediatric oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Enlarged Prostate, Cannot Empty Bladder, systemic mastocytosis, overactive thyroid gland, Diabetes",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ETHYLENEDIAMINE,Be the first to review it,Consult your pharmacist.,Ninjacof-A oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Acute Liver Failure, Liver Problems, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition",Consult your pharmacist.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Bionel oral, label,"closed angle glaucoma, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Enlarged Prostate, Cannot Empty Bladder, systemic mastocytosis, overactive thyroid gland, Diabetes",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",DEXTROMETHORPHAN ANALOGU  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily treat  cough , chest congestion, and stuffy nose symptoms caused by the  common cold ,  flu ,  allergies ,  hay fever , or other breathing illnesses (e.g.,  sinusitis ,  bronchitis ).  Guaifenesin  is an expectorant that helps to thin and loosen mucus in the  lungs , making it easier to  cough  up the mucus.  Dextromethorphan  is a  cough suppressant  that affects a certain part of the  brain  ( cough  center), reducing the urge to cough. This product also contains a  decongestant , which helps relieve stuffy nose symptoms.",Biogil oral, label,"High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Enlarged Prostate, Decreased Oxygen In The Tissues Or Blood, systemic mastocytosis, overactive thyroid gland, Acidosis",",  ,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Taking certain MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking isocarboxazid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, or tranylcypromine during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication. Ask your doctor when to start or stop taking this medication.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE,Be the first to review it,"This combination product is used for the temporary relief of  cough ,  sneezing , or  runny nose  due to the  common cold ,  hay fever  or other upper respiratory  allergies . This product contains a non-narcotic  cough suppressant  (such as chlophedianol,  dextromethorphan ). It affects a certain part of the  brain  ( cough  center) to help you stop  coughing . This product also contains an  antihistamine  (such as  triprolidine ,  chlorpheniramine ,  doxylamine ) that works by blocking the effects of a certain natural substance ( histamine ), which causes  allergy symptoms . It also has a drying effect. Talk with your doctor before using this product for a chronic cough from  smoking  or a cough with too much/thick mucus.",dexbrompheniramine-chlophedianol oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, overactive thyroid gland","Drowsiness,  , blurred  ,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Decongestants  help relieve stuffy nose,  sinus , and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Allergy Sinus Headache (PE) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily relieve symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .  Decongestants  help to relieve stuffy nose and ear congestion symptoms.",Rymed (dexchlorpheniramine-phenylephrine) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, overactive thyroid gland, Acidosis","Drowsiness,  ,  /nose/throat,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Decongestants  help relieve stuffy nose,  sinus , and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Vicks QlearQuil Nighttime Sinus and Congestion oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: other anticholinergic drugs (e.g., benztropine, belladonna alkaloids), beta blockers (e.g., metoprolol, atenolol), cimetidine, certain medications for high blood pressure (guanethidine, methyldopa, reserpine), narcotic antagonists (e.g., naltrexone, naloxone), tricyclic antidepressants (e.g., amitriptyline, desipramine).",OPIOIDS - MORPHINE ANALOGUES  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,See also Warning section.,Zodryl DEC 80 oral, label,"Alcohol Intoxication, Misuse or Excessive Use of Drugs, Chronic Obstructive Lung Disease, closed angle glaucoma, CYP2D6 Ultrarapid Metabolizer, Temporarily Stop Breathing During Sleep Due To Airway Blockage, Surgical Removal of the Adenoids in Pediatric Patient, Surgical Removal of the Tonsils in Pediatric Patient, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Cor Pulmonale, Abnormally Low Blood Pressure, Asthma, Asthma Attack, Decreased Lung Function, Paralysis of the Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Severe Liver Disease, Biliary and Gallbladder Problem, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Seizures, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Head Injury, High Pressure Within the Skull, systemic mastocytosis, overactive thyroid gland, Untreated Decreased Level of Thyroid Hormones, Diabetes, Decreased Function of the Adrenal Gland",", drowsiness,  , upset stomach, nausea,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination  medication  is used to temporarily relieve symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .  Decongestants  help to relieve stuffy nose and ear congestion symptoms.",Children's Triaminic Cold and Allergy oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Active Inflammation of the Liver, Acute Inflammation of the Pancreas, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, overactive thyroid gland, Acidosis","Drowsiness,  ,  /nose/throat,  ,  ,  , or   may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Keep a list of all your   with you, and share the list with your doctor and pharmacist.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE,Be the first to review it,Consult your pharmacist.,Pediavent oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland",Consult your pharmacist.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: other anticholinergic drugs (e.g., benztropine, belladonna alkaloids), beta blockers (e.g., metoprolol, atenolol), cimetidine, certain medications for high blood pressure (guanethidine, methyldopa, reserpine), narcotic antagonists (e.g., naltrexone, naloxone), tricyclic antidepressants (e.g., amitriptyline, desipramine).",OPIOIDS - MORPHINE ANALOGUES  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,See also Warning section.,Zodryl DEC 60 oral, label,"Alcohol Intoxication, Misuse or Excessive Use of Drugs, Chronic Obstructive Lung Disease, closed angle glaucoma, CYP2D6 Ultrarapid Metabolizer, Temporarily Stop Breathing During Sleep Due To Airway Blockage, Surgical Removal of the Adenoids in Pediatric Patient, Surgical Removal of the Tonsils in Pediatric Patient, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Cor Pulmonale, Abnormally Low Blood Pressure, Asthma, Asthma Attack, Decreased Lung Function, Paralysis of the Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Severe Liver Disease, Biliary and Gallbladder Problem, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Seizures, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Head Injury, High Pressure Within the Skull, systemic mastocytosis, overactive thyroid gland, Untreated Decreased Level of Thyroid Hormones, Diabetes, Decreased Function of the Adrenal Gland",", drowsiness,  , upset stomach, nausea,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,Loratadine is very similar to desloratadine. Do not use medications containing desloratadine while using loratadine.,ANTIHISTAMINES  ANTIHISTAMINES - PIPERIDINE,Be the first to review it,"This  medication  is an  antihistamine  that treats symptoms such as  itching ,  runny nose , watery  eyes , and  sneezing  from "" hay fever "" and other  allergies . It is also used to relieve  itching  from  hives .",Vicks QlearQuil Allergy oral, label,"Liver Failure, Liver Problems, Moderate to Severe Kidney Impairment","This drug usually has no side effects. If you have any unusual effects, contact your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: other anticholinergic drugs (e.g., benztropine, belladonna alkaloids), beta blockers (e.g., metoprolol, atenolol), cimetidine, certain medications for high blood pressure (guanethidine, methyldopa, reserpine), narcotic antagonists (e.g., naltrexone, naloxone), tricyclic antidepressants (e.g., amitriptyline, desipramine).",OPIOIDS - MORPHINE ANALOGUES  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,See also Warning section.,Zodryl DEC 50 oral, label,"Alcohol Intoxication, Misuse or Excessive Use of Drugs, Chronic Obstructive Lung Disease, closed angle glaucoma, CYP2D6 Ultrarapid Metabolizer, Temporarily Stop Breathing During Sleep Due To Airway Blockage, Surgical Removal of the Adenoids in Pediatric Patient, Surgical Removal of the Tonsils in Pediatric Patient, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Cor Pulmonale, Abnormally Low Blood Pressure, Asthma, Asthma Attack, Decreased Lung Function, Paralysis of the Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Severe Liver Disease, Biliary and Gallbladder Problem, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Seizures, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Head Injury, High Pressure Within the Skull, systemic mastocytosis, overactive thyroid gland, Untreated Decreased Level of Thyroid Hormones, Diabetes, Decreased Function of the Adrenal Gland",", drowsiness,  , upset stomach, nausea,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Do not use with antihistamines applied to the skin (such as diphenhydramine cream, ointment, spray) because increased side effects may occur.",ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE,Be the first to review it,"Triprolidine  is an  antihistamine  used to relieve symptoms of  allergy ,  hay fever , and the  common cold . These symptoms include  rash , watery  eyes , itchy  eyes /nose/throat/ skin ,  cough ,  runny nose , and  sneezing .",Histex (triprolidine) oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Stenosing Peptic Ulcer, Blockage of Urinary Bladder, Enlarged Prostate, Cannot Empty Bladder, overactive thyroid gland","Drowsiness,  ,  ,  ,  , loss of appetite,  ,   upset, blurred  , decreased coordination, and  /nose/throat may occur. These effects may decrease as your body adjusts to the medication. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: other anticholinergic drugs (e.g., benztropine, belladonna alkaloids), beta blockers (e.g., metoprolol, atenolol), cimetidine, certain medications for high blood pressure (guanethidine, methyldopa, reserpine), narcotic antagonists (e.g., naltrexone, naloxone), tricyclic antidepressants (e.g., amitriptyline, desipramine).",OPIOIDS - MORPHINE ANALOGUES  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,See also Warning section.,Zodryl DEC 40 oral, label,"Alcohol Intoxication, Misuse or Excessive Use of Drugs, Chronic Obstructive Lung Disease, closed angle glaucoma, CYP2D6 Ultrarapid Metabolizer, Temporarily Stop Breathing During Sleep Due To Airway Blockage, Surgical Removal of the Adenoids in Pediatric Patient, Surgical Removal of the Tonsils in Pediatric Patient, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Cor Pulmonale, Abnormally Low Blood Pressure, Asthma, Asthma Attack, Decreased Lung Function, Paralysis of the Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Severe Liver Disease, Biliary and Gallbladder Problem, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Seizures, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Head Injury, High Pressure Within the Skull, systemic mastocytosis, overactive thyroid gland, Untreated Decreased Level of Thyroid Hormones, Diabetes, Decreased Function of the Adrenal Gland",", drowsiness,  , upset stomach, nausea,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ETHANOLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Decongestants  help relieve stuffy nose,  sinus , and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Wal-Flu Severe Cold and Cough oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
 otc,"Some products that may interact with this drug include: other anticholinergic drugs (e.g., benztropine, belladonna alkaloids), beta blockers (e.g., metoprolol, atenolol), cimetidine, certain medications for high blood pressure (guanethidine, methyldopa, reserpine), narcotic antagonists (e.g., naltrexone, naloxone), tricyclic antidepressants (e.g., amitriptyline, desipramine).",OPIOIDS - MORPHINE ANALOGUES  GUAIFENESIN   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,See also Warning section.,Zodryl DEC 35 oral, label,"Alcohol Intoxication, Misuse or Excessive Use of Drugs, Chronic Obstructive Lung Disease, closed angle glaucoma, CYP2D6 Ultrarapid Metabolizer, Temporarily Stop Breathing During Sleep Due To Airway Blockage, Surgical Removal of the Adenoids in Pediatric Patient, Surgical Removal of the Tonsils in Pediatric Patient, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Severe Disease of the Arteries of the Heart, Cor Pulmonale, Abnormally Low Blood Pressure, Asthma, Asthma Attack, Decreased Lung Function, Paralysis of the Intestines, Stomach or Intestine Blockage, Incomplete or Infrequent Bowel Movements, Severe Liver Disease, Biliary and Gallbladder Problem, Acute Inflammation of the Pancreas, Severe Renal Impairment, Enlarged Prostate, Seizures, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Abnormal Nervous System Function Affecting Mental Alertness, Weakened Patient, Head Injury, High Pressure Within the Skull, systemic mastocytosis, overactive thyroid gland, Untreated Decreased Level of Thyroid Hormones, Diabetes, Decreased Function of the Adrenal Gland",", drowsiness,  , upset stomach, nausea,  , nervousness, or   may occur. If any of these effects persist or worsen, contact your doctor or pharmacist promptly.",Runny Nose
 otc,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",ACETAMINOPHEN   ANTIHISTAMINES  ANTIHISTAMINES - ALKYLAMINE   SYMPATHOMIMETIC AGENTS  EPHEDRINE ANALOGUES,Be the first to review it,"This combination medication is used to temporarily treat symptoms caused by the  common cold ,  flu ,  allergies , or other breathing illnesses (such as  sinusitis ,  bronchitis ).  Decongestants  help relieve stuffy nose,  sinus , and ear congestion symptoms. Acetaminophen (APAP) is a non- aspirin  pain reliever and fever reducer.  Antihistamines  help relieve watery  eyes , itchy  eyes /nose/throat,  runny nose , and  sneezing .",Wal-Flu Cold and Sore Throat oral, label,"Increased Pressure in the Eye, closed angle glaucoma, Chronic Difficulty having a Bowel Movement, High Blood Pressure, Severe Uncontrolled High Blood Pressure, Heart Attack, Disease of the Arteries of the Heart, Partial Heart Block, Rapid Ventricular Heartbeat, Slow Heartbeat, Chronic Heart Failure, Severe Hardening of the Arteries, Blood Clot in an Artery, Stenosing Peptic Ulcer, Acute Liver Failure, Active Inflammation of the Liver, Liver Problems, Acute Inflammation of the Pancreas, Severe Renal Impairment, Blockage of Urinary Bladder, Enlarged Prostate, Shock, Cannot Empty Bladder, Decreased Oxygen In The Tissues Or Blood, Overdose of the Drug Acetaminophen, Acute Inflammation of the Liver due to Hepatitis C Virus, overactive thyroid gland, Poor Nutrition, Acidosis",See also Warning section.,Symptom in the Eye Associated with Allergic Rhinitis
