Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 rx,,,,,1  User Reviews        ,,Hematogen Forte oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,1  User Reviews        ,,Androxy oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,1  User Reviews        ,,FerraPlus 90 oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,1  User Reviews        ,,TL Icon oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,1  User Reviews        ,,iron amino acid chelate-vit B12-folic acid oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,1  User Reviews        ,,Trigels-F Forte oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,1  User Reviews        ,,Iron 100 Plus oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,1  User Reviews        ,,Elfolate oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,1  User Reviews        ,,leucovorin calcium injection, label,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,Myferon 150 Forte oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,ferrous fumarate-folic acid oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,iron polysacch complex-B12-FA oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rxotc,,,,,Be the first to review it,,iron-vit C-vit B12-folic acid oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,iron heme polypep-folic acid oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,"iron bisgly,polysac cplex-vits C-B12-folic acid-calcium oral", offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,"iron asp.gly,fum-vit C-folic acid-mv #11-calcium oral", offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,iron-FA-vitB12-vit C-docusate sod oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,"iron fumarate,polysach complex-folic acid-vit C-niacin oral", offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,Ferractiv oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,iron-folic acid-vitamin B cplx with C #12-succinic acid oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,iron-folic acid-C-B12-biotin oral, offlabel,,,,Anemia From Inadequate Folic Acid
 rxotc,,,,,Be the first to review it,,"iron,carbonyl-folic acid-multivit with min oral", offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.40 oral", offlabel,,,,Anemia From Inadequate Folic Acid
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.41 oral", offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,"iron, carb-vit C-B12-B6-E-folic acid-IF-senna leaf oral", offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,"iron,carbonyl-FA-vit C-E-B12-biotin-copper-DSS oral", offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,Abatron AF oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,Iro-Plex (iron carbonyl) oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,iron ps-folic acid-vit B complex #16-mag-zinc oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,Abatron oral, offlabel,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,FA-8 oral, label,,,,Anemia From Inadequate Folic Acid
 otc,,,,,Be the first to review it,,methyltetrahydrofolate glucosamine oral, label,,,,Anemia From Inadequate Folic Acid
 rx,,,,,37  User Reviews        ,,cyanocobalamin (vit B-12) injection, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,13  User Reviews        ,,Vitamin B-12 injection, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,4  User Reviews        ,,Nascobal nasal, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,3  User Reviews        ,,hydroxocobalamin intramuscular, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,1  User Reviews        ,,Androxy oral, offlabel,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,1  User Reviews        ,,cyanocobalamin (vitamin B-12) nasal, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,Be the first to review it,,Physicians EZ Use B-12 injection, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,Be the first to review it,,B-12 Compliance injection, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 rx,,,,,Be the first to review it,,B-12 Kit injection, label,,,,Anemia caused by Vitamin B12 Deficiency-Pernicious Anemia
 otc,,,,,90  User Reviews        ,,ferrous sulfate oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,42  User Reviews        ,,Ferrlecit intravenous, label,,,,Anemia from Inadequate Iron
 rx,,,,,31  User Reviews        ,,Feraheme intravenous, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,20  User Reviews        ,,Feosol oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,19  User Reviews        ,,Infed injection, label,,,,Anemia from Inadequate Iron
 otc,,,,,18  User Reviews        ,,Integra oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,14  User Reviews        ,,Ferrex 150 Forte oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,14  User Reviews        ,,Tandem Dual Action oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,13  User Reviews        ,,Ferrex 150 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,12  User Reviews        ,,ferrous gluconate oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,11  User Reviews        ,,Corvite 150 oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,10  User Reviews        ,,Integra F oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,10  User Reviews        ,,NovaFerrum oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,10  User Reviews        ,,Slow Fe oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,10  User Reviews        ,,Iron (ferrous sulfate) oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,10  User Reviews        ,,Vitron-C oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,9  User Reviews        ,,Multigen Plus oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,9  User Reviews        ,,Ferrex 28 oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,8  User Reviews        ,,Poly-Iron 150 Forte oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,8  User Reviews        ,,Maxaron Forte oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,7  User Reviews        ,,FeroSul oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,7  User Reviews        ,,Proferrin ES oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,7  User Reviews        ,,Injectafer intravenous, label,,,,Anemia from Inadequate Iron
 rx,,,,,6  User Reviews        ,,Icar-C Plus oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,6  User Reviews        ,,Taron Forte oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,5  User Reviews        ,,Hematinic/Folic Acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,5  User Reviews        ,,Corvite FE oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,5  User Reviews        ,,FeRiva oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,5  User Reviews        ,,ferrous fumarate oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,5  User Reviews        ,,Icar-C oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,5  User Reviews        ,,Fergon oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,4  User Reviews        ,,Ferocon oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,4  User Reviews        ,,Proferrin-Forte oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,4  User Reviews        ,,Ferrogels Forte oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,4  User Reviews        ,,Iron (dried) oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,3  User Reviews        ,,iron oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,3  User Reviews        ,,Hemocyte oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,3  User Reviews        ,,Hematron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,3  User Reviews        ,,EZFE 200 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,3  User Reviews        ,,Ferrex 150 Plus oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,2  User Reviews        ,,Hemocyte-F oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,2  User Reviews        ,,ferrous fum-vit C-vit B12-FA oral, offlabel,,,,Anemia from Inadequate Iron
 rxotc,,,,,2  User Reviews        ,,FE C Plus oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,2  User Reviews        ,,Folivane-F oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,2  User Reviews        ,,Irospan 24/6 oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,2  User Reviews        ,,Active FE oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,ferrous fumarate-docusate sodium oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,Fer-Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,Poly-Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,ferrous fumarate-iron polysaccharide cplx oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,Pro Fe oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,2  User Reviews        ,,Iron 21/7 oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,ferrous fumarate-B12-intrinsic factor-vit C-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rxotc,,,,,1  User Reviews        ,,ferrous sulfate-C-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,iFerex 150 Forte oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Folitab oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,Tricon oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,Hematogen FA oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,Hematogen Forte oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,Androxy oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,FerraPlus 90 oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,TL Icon oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,ferumoxytol intravenous, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,iron amino acid chelate-vit B12-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,Trigels-F Forte oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Iron 100 Plus oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,polysaccharide iron complex oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Nu-Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Ferrimin 150 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Myferon 150 oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,1  User Reviews        ,,sodium ferric gluconate complex in sucrose intravenous, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Icar oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,iFerex 150 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Slow Release Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,FerrouSul oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,FE C oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Ferretts IPS oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,"ferrous sulfate, dried oral", label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,High Potency Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,1  User Reviews        ,,Feosol Bifera oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,Myferon 150 Forte oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,ferrous fumarate-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,iron polysacch complex-B12-FA oral, offlabel,,,,Anemia from Inadequate Iron
 rxotc,,,,,Be the first to review it,,iron-vit C-vit B12-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,iron heme polypep-folic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,"iron bisgly,polysac cplex-vits C-B12-folic acid-calcium oral", offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,"iron asp.gly,fum-vit C-folic acid-mv #11-calcium oral", offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,iron-FA-vitB12-vit C-docusate sod oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,"iron fumarate,polysach complex-folic acid-vit C-niacin oral", offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferractiv oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,iron-folic acid-vitamin B cplx with C #12-succinic acid oral, offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,iron-folic acid-C-B12-biotin oral, offlabel,,,,Anemia from Inadequate Iron
 rxotc,,,,,Be the first to review it,,"iron,carbonyl-folic acid-multivit with min oral", offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.40 oral", offlabel,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.41 oral", offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,"iron, carb-vit C-B12-B6-E-folic acid-IF-senna leaf oral", offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,"iron,carbonyl-FA-vit C-E-B12-biotin-copper-DSS oral", offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Abatron AF oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Iro-Plex (iron carbonyl) oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron ps-folic acid-vit B complex #16-mag-zinc oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Abatron oral, offlabel,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferretts oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Fer-In-Sol oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,61  User Reviews        ,,clomiphene citrate oral, offlabel,,,,An Insufficiency in Ovulation
 otc,,,,,Be the first to review it,,Siderol oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,13  User Reviews        ,,Endometrin vaginal, label,,,,An Insufficiency in Ovulation
 rx,,,,,11  User Reviews        ,,Serophene oral, offlabel,,,,An Insufficiency in Ovulation
 otc,,,,,Be the first to review it,,Iron with Stool Softener oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,9  User Reviews        ,,Progesterone in Oil intramuscular, offlabel,,,,An Insufficiency in Ovulation
 rx,,,,,Be the first to review it,,B complex-Fe ammon cit-FA oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,7  User Reviews        ,,Pregnyl intramuscular, offlabel,,,,An Insufficiency in Ovulation
 otc,,,,,Be the first to review it,,ferrous fumarate-vitamin C oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,7  User Reviews        ,,Novarel intramuscular, offlabel,,,,An Insufficiency in Ovulation
 rx,,,,,7  User Reviews        ,,progesterone micronized vaginal, label,,,,An Insufficiency in Ovulation
 otc,,,,,Be the first to review it,,iron-vitamin C oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,5  User Reviews        ,,progesterone intramuscular, offlabel,,,,An Insufficiency in Ovulation
 rx,,,,,1  User Reviews        ,,"chorionic gonadotropin, human intramuscular", offlabel,,,,An Insufficiency in Ovulation
 otc,,,,,Be the first to review it,,iron heme polypeptide oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferate oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Iron High Potency oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferrocite oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,"iron, carbonyl oral", label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron succinyl-protein complex oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Iron Chews oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron asp.gly. and ps complex-vit C-succinic acid oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron polysaccharide complex-iron heme polypeptide oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Wee Care oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron fumarate and polysach complex-vit C-niacinamide oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferro-Time oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron bis-gly-FA-C-B12-Ca thr-succ oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,IronUp oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Children's Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Duofer oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron ps cmplx-vitamin D3 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,NovaFerrum 125 oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,NovaFerrum 50 oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,ferric carboxymaltose intravenous, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,iron ps-C-B12-B6-E-folic acid-IF-senna leaf oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Iro-Plex (iron polysaccharide) oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Perfect Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferretts Carbonyl Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,"iron,carbonyl-vitamin C-fructooligosaccharides oral", label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Chewable Iron oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferric x-150 oral, label,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,ferric pyrophosphate citrate hemodialysis, label,,,,Anemia from Inadequate Iron
 rx,,,,,Be the first to review it,,Triferic hemodialysis, label,,,,Anemia from Inadequate Iron
 otc,,,,,Be the first to review it,,Ferro-Sequels (iron-vit c) oral, label,,,,Anemia from Inadequate Iron
 otc,,,,,11  User Reviews        ,,Reese's Pinworm Medicine oral, offlabel,,,,An Infection caused by Worms
 otc,,,,,11  User Reviews        ,,Pin-X oral, offlabel,,,,An Infection caused by Worms
 otc,,,,,4  User Reviews        ,,pyrantel pamoate oral, offlabel,,,,An Infection caused by Worms
 rx,,,,,6  User Reviews        ,,amphotericin B injection, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,4  User Reviews        ,,amphotericin B lipid complex intravenous, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,2  User Reviews        ,,Abelcet intravenous, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,amphotericin B liposome intravenous, offlabel,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,AmBisome intravenous, offlabel,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,isavuconazonium sulfate intravenous, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,isavuconazonium sulfate oral, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,Cresemba intravenous, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,Be the first to review it,,Cresemba oral, label,,,,An Infection caused by the Fungus Zygomycetes
 rx,,,,,189  User Reviews        ,,minocycline oral, label,,,,Anthrax
 rx,,,,,47  User Reviews        ,,tetracycline oral, label,,,,Anthrax
 rx,,,,,23  User Reviews        ,,Minocin oral, label,,,,Anthrax
 rx,,,,,3  User Reviews        ,,demeclocycline oral, label,,,,Anthrax
 rx,,,,,1  User Reviews        ,,minocycline intravenous, label,,,,Anthrax
 rx,,,,,1  User Reviews        ,,Minocin intravenous, label,,,,Anthrax
 rx,,,,,2541  User Reviews        ,,prednisone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,550  User Reviews        ,,methylprednisolone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,503  User Reviews        ,,Singulair oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,357  User Reviews        ,,Xyzal oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,341  User Reviews        ,,Zyrtec oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,233  User Reviews        ,,promethazine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,185  User Reviews        ,,Benadryl oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,182  User Reviews        ,,diphenhydramine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,139  User Reviews        ,,Nasonex nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,131  User Reviews        ,,ZzzQuil oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,121  User Reviews        ,,Medrol (Pak) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,118  User Reviews        ,,Tussionex Pennkinetic ER oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,117  User Reviews        ,,Medrol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,109  User Reviews        ,,Claritin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,109  User Reviews        ,,Veramyst nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,98  User Reviews        ,,loratadine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,95  User Reviews        ,,fexofenadine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,95  User Reviews        ,,Astepro nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,83  User Reviews        ,,Mucinex D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,81  User Reviews        ,,Dymista nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,80  User Reviews        ,,montelukast oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,8  User Reviews        ,,Xalkori oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rxotc,,,,,80  User Reviews        ,,cetirizine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,crizotinib oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rx,,,,,1  User Reviews        ,,alectinib oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rx,,,,,1  User Reviews        ,,Alecensa oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rx,,,,,Be the first to review it,,ceritinib oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rx,,,,,Be the first to review it,,Zykadia oral, label,,,,ALK Positive Non-Small Cell Lung Cancer
 rx,,,,,72  User Reviews        ,,cyproheptadine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,71  User Reviews        ,,Allegra-D 12 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,71  User Reviews        ,,Omnaris nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,70  User Reviews        ,,Claritin-D 24 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,67  User Reviews        ,,prednisolone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,62  User Reviews        ,,levocetirizine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,61  User Reviews        ,,Zyrtec-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,54  User Reviews        ,,promethazine-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,54  User Reviews        ,,Allegra-D 24 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,53  User Reviews        ,,Unisom (doxylamine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,53  User Reviews        ,,Patanase nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,50  User Reviews        ,,Mucinex D Maximum Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,49  User Reviews        ,,promethazine-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,43  User Reviews        ,,fluticasone nasal, offlabel,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,41  User Reviews        ,,Bromfed DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,39  User Reviews        ,,Benadryl Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,39  User Reviews        ,,hydrocortisone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,39  User Reviews        ,,ipratropium bromide nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,35  User Reviews        ,,Clarinex oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,33  User Reviews        ,,Cortef oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,33  User Reviews        ,,QNASL nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
