Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 otc,,,,,Be the first to review it,,Children's Profen IB oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,19  User Reviews        ,,Epogen injection, label,,,,Anemia caused by Zidovudine
 rx,,,,,5  User Reviews        ,,epoetin alfa injection, label,,,,Anemia caused by Zidovudine
 otc,,,,,Be the first to review it,,Child Ibuprofen oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,Be the first to review it,,Ibuprofen Jr Strength oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,Be the first to review it,,All Day Relief oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,Be the first to review it,,Wal-Proxen oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,AcipHex Sprinkle oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,indomethacin submicronized oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,meloxicam submicronized oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Fenortho oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Solu-Cortef (PF) injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,dexamethasone in 0.9 % sodium chloride intravenous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Humira Pediatric Crohn's Starter subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,secukinumab subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Cosentyx Pen subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Cosentyx (2 Syringes) subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Pro-C-Dure 5 injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Pro-C-Dure 6 injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Beta-1 injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,DoubleDex injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,Be the first to review it,,Active Injection Kit D injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,36  User Reviews        ,,Botox injection, offlabel,,,,Anal Fissure
 rx,,,,,28  User Reviews        ,,Botox Cosmetic intramuscular, offlabel,,,,Anal Fissure
 rx,,,,,24  User Reviews        ,,Proctosol HC rectal, offlabel,,,,Anal Fissure
 rx,,,,,20  User Reviews        ,,hydrocortisone acetate rectal, offlabel,,,,Anal Fissure
 rx,,,,,19  User Reviews        ,,Proctozone-HC rectal, offlabel,,,,Anal Fissure
 rx,,,,,9  User Reviews        ,,Anusol-HC rectal, offlabel,,,,Anal Fissure
 rx,,,,,9  User Reviews        ,,Nitro-Bid transdermal, offlabel,,,,Anal Fissure
 rx,,,,,8  User Reviews        ,,Botox Cosmetic injection, offlabel,,,,Anal Fissure
 rx,,,,,6  User Reviews        ,,nitroglycerin transdermal, offlabel,,,,Anal Fissure
 rx,,,,,5  User Reviews        ,,hydrocortisone rectal, offlabel,,,,Anal Fissure
 rx,,,,,4  User Reviews        ,,Rectiv rectal, label,,,,Anal Fissure
 rx,,,,,1  User Reviews        ,,Proctocort rectal, offlabel,,,,Anal Fissure
 rx,,,,,1  User Reviews        ,,onabotulinumtoxinA intramuscular, offlabel,,,,Anal Fissure
 rx,,,,,1  User Reviews        ,,Procto-Med HC rectal, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,Procto-Pak rectal, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,onabotulinumtoxinA injection, offlabel,,,,Anal Fissure
 rx,,,,,Be the first to review it,,nitroglycerin rectal, label,,,,Anal Fissure
 rx,,,,,6  User Reviews        ,,Alcaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,4  User Reviews        ,,Flurox ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,3  User Reviews        ,,tetracaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,2  User Reviews        ,,Altafluor ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,1  User Reviews        ,,proparacaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,fluorescein-benoxinate ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,fluorescein-proparacaine ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Flucaine ophthalmic, offlabel,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetcaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetravisc ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Tetravisc Forte ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,tetracaine HCl (PF) ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,Be the first to review it,,Altacaine ophthalmic, label,,,,Anesthesia of the Cornea of the Eye
 rx,,,,,25  User Reviews        ,,Alinia oral, label,,,,An Intestinal Infection due to Cryptosporidium Parasites
 rx,,,,,1  User Reviews        ,,nitazoxanide oral, label,,,,An Intestinal Infection due to Cryptosporidium Parasites
 rx,,,,,Be the first to review it,,paromomycin oral, offlabel,,,,An Intestinal Infection due to Cryptosporidium Parasites
