URL,Review,Drug,Indication,Type,Condition
http://www.webmd.com/drugs/drug-152040-Apidra+SoloStar+subcutaneous,6  User Reviews        ,Apidra SoloStar subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-3486-insulin+lispro+subcutaneous,4  User Reviews        ,insulin lispro subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-5233-insulin+regular+human+injection,4  User Reviews        ,insulin regular human injection, label, otc,
http://www.webmd.com/drugs/drug-95012-insulin+regular+human+inhalation,4  User Reviews        ,insulin regular human inhalation, label, rx,
http://www.webmd.com/drugs/drug-149830-Humalog+Mix+50-50+KwikPen+subcutaneous,3  User Reviews        ,Humalog Mix 50-50 KwikPen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-170030-Tresiba+FlexTouch+U-200+subcutaneous,3  User Reviews        ,Tresiba FlexTouch U-200 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-21774-insulin+aspart+subcutaneous,2  User Reviews        ,insulin aspart subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-64071-Novolog+Mix+70-30+subcutaneous,2  User Reviews        ,Novolog Mix 70-30 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-94930-Humalog+Mix+50-50+subcutaneous,2  User Reviews        ,Humalog Mix 50-50 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-170029-Tresiba+FlexTouch+U-100+subcutaneous,2  User Reviews        ,Tresiba FlexTouch U-100 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-6158-insulin+NPH+human+recomb+subcutaneous,1  User Reviews        ,insulin NPH human recomb subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-6159-insulin+NPH+and+regular+human+subcutaneous,1  User Reviews        ,insulin NPH and regular human subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-64070-insulin+aspart+protamine-insulin+aspart+subcutaneous,1  User Reviews        ,insulin aspart protamine-insulin aspart subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-155005-Novolog+PenFill+subcutaneous,1  User Reviews        ,Novolog PenFill subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-165658-Humulin+70-30+KwikPen+subcutaneous,1  User Reviews        ,Humulin 70/30 KwikPen subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-165659-Humulin+N+KwikPen+subcutaneous,1  User Reviews        ,Humulin N KwikPen subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-17424-insulin+lispro+protamine+and+lispro+subcutaneous,Be the first to review it,insulin lispro protamine and lispro subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-92867-pramlintide+subcutaneous,Be the first to review it,pramlintide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-94838-insulin+glulisine+subcutaneous,Be the first to review it,insulin glulisine subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-165589-insulin+degludec+subcutaneous,Be the first to review it,insulin degludec subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-11285-metformin+oral,1643  User Reviews        ,metformin oral, label, rx,
http://www.webmd.com/drugs/drug-17410-Actos+oral,647  User Reviews        ,Actos oral, label, rx,
http://www.webmd.com/drugs/drug-145704-Januvia+oral,441  User Reviews        ,Januvia oral, label, rx,
http://www.webmd.com/drugs/drug-93242-Byetta+subcutaneous,414  User Reviews        ,Byetta subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-19893-WelChol+oral,353  User Reviews        ,WelChol oral, label, rx,
http://www.webmd.com/drugs/drug-148074-Janumet+oral,212  User Reviews        ,Janumet oral, label, rx,
http://www.webmd.com/drugs/drug-163874-Invokana+oral,195  User Reviews        ,Invokana oral, label, rx,
http://www.webmd.com/drugs/drug-10094-glipizide+oral,194  User Reviews        ,glipizide oral, label, rx,
http://www.webmd.com/drugs/drug-12271-glimepiride+oral,170  User Reviews        ,glimepiride oral, label, rx,
http://www.webmd.com/drugs/drug-11294-Glucophage+oral,144  User Reviews        ,Glucophage oral, label, rx,
http://www.webmd.com/drugs/drug-159405-Bydureon+subcutaneous,134  User Reviews        ,Bydureon subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-20815-Lantus+subcutaneous,113  User Reviews        ,Lantus subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-152753-Onglyza+oral,108  User Reviews        ,Onglyza oral, label, rx,
http://www.webmd.com/drugs/drug-3917-glyburide+oral,107  User Reviews        ,glyburide oral, label, rx,
http://www.webmd.com/drugs/drug-148652-Lantus+Solostar+subcutaneous,103  User Reviews        ,Lantus Solostar subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-17300-Avandia+oral,100  User Reviews        ,Avandia oral, label, rx,
http://www.webmd.com/drugs/drug-12297-Amaryl+oral,97  User Reviews        ,Amaryl oral, label, rx,
http://www.webmd.com/drugs/drug-155820-Tradjenta+oral,79  User Reviews        ,Tradjenta oral, label, rx,
http://www.webmd.com/drugs/drug-94140-Actoplus+MET+oral,71  User Reviews        ,Actoplus MET oral, label, rx,
http://www.webmd.com/drugs/drug-144868-Glumetza+oral,69  User Reviews        ,Glumetza oral, label, rx,
http://www.webmd.com/drugs/drug-167025-Trulicity+subcutaneous,67  User Reviews        ,Trulicity subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-165641-Farxiga+oral,66  User Reviews        ,Farxiga oral, label, rx,
http://www.webmd.com/drugs/drug-167500-Afrezza+inhalation,62  User Reviews        ,Afrezza inhalation, label, rx,
http://www.webmd.com/drugs/drug-154922-Kombiglyze+XR+oral,59  User Reviews        ,Kombiglyze XR oral, label, rx,
http://www.webmd.com/drugs/drug-5565-bromocriptine+oral,57  User Reviews        ,bromocriptine oral, offlabel, rx,
http://www.webmd.com/drugs/drug-163054-Victoza+2-Pak+subcutaneous,48  User Reviews        ,Victoza 2-Pak subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-17406-pioglitazone+oral,44  User Reviews        ,pioglitazone oral, label, rx,
http://www.webmd.com/drugs/drug-95095-Levemir+subcutaneous,42  User Reviews        ,Levemir subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-6639-Prandin+oral,40  User Reviews        ,Prandin oral, label, rx,
http://www.webmd.com/drugs/drug-5564-Parlodel+oral,37  User Reviews        ,Parlodel oral, offlabel, rx,
http://www.webmd.com/drugs/drug-64858-Novolog+Flexpen+subcutaneous,37  User Reviews        ,Novolog Flexpen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-21781-Novolog+subcutaneous,36  User Reviews        ,Novolog subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-166388-Tanzeum+subcutaneous,36  User Reviews        ,Tanzeum subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-13818-Humalog+subcutaneous,30  User Reviews        ,Humalog subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-20312-Starlix+oral,30  User Reviews        ,Starlix oral, label, rx,
http://www.webmd.com/drugs/drug-64261-Avandamet+oral,29  User Reviews        ,Avandamet oral, label, rx,
http://www.webmd.com/drugs/drug-94092-Novolog+Mix+70-30+FlexPen+subcutaneous,29  User Reviews        ,Novolog Mix 70-30 FlexPen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-20009-Glucophage+XR+oral,28  User Reviews        ,Glucophage XR oral, label, rx,
http://www.webmd.com/drugs/drug-19822-Glucovance+oral,27  User Reviews        ,Glucovance oral, label, rx,
http://www.webmd.com/drugs/drug-89227-Fortamet+oral,27  User Reviews        ,Fortamet oral, label, rx,
http://www.webmd.com/drugs/drug-5207-acarbose+oral,24  User Reviews        ,acarbose oral, label, rx,
http://www.webmd.com/drugs/drug-19823-glyburide-metformin+oral,23  User Reviews        ,glyburide-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-149828-Humalog+KwikPen+subcutaneous,20  User Reviews        ,Humalog KwikPen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-159466-Janumet+XR+oral,20  User Reviews        ,Janumet XR oral, label, rx,
http://www.webmd.com/drugs/drug-149785-SymlinPen+60+subcutaneous,18  User Reviews        ,SymlinPen 60 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-166762-Jardiance+oral,18  User Reviews        ,Jardiance oral, label, rx,
http://www.webmd.com/drugs/drug-167874-Toujeo+SoloStar+subcutaneous,18  User Reviews        ,Toujeo SoloStar subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-11773-Glucotrol+oral,17  User Reviews        ,Glucotrol oral, label, rx,
http://www.webmd.com/drugs/drug-164535-Victoza+3-Pak+subcutaneous,17  User Reviews        ,Victoza 3-Pak subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-64318-glipizide-metformin+oral,16  User Reviews        ,glipizide-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-145697-sitagliptin+oral,16  User Reviews        ,sitagliptin oral, label, rx,
http://www.webmd.com/drugs/drug-149786-SymlinPen+120+subcutaneous,16  User Reviews        ,SymlinPen 120 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-10095-Glucotrol+XL+oral,15  User Reviews        ,Glucotrol XL oral, label, rx,
http://www.webmd.com/drugs/drug-154923-Cycloset+oral,15  User Reviews        ,Cycloset oral, label, rx,
http://www.webmd.com/drugs/drug-1471-Novolin+R+injection,14  User Reviews        ,Novolin R injection, label, otc,
http://www.webmd.com/drugs/drug-94890-Apidra+subcutaneous,14  User Reviews        ,Apidra subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-144983-DUETACT+oral,14  User Reviews        ,DUETACT oral, label, rx,
http://www.webmd.com/drugs/drug-159449-Jentadueto+oral,14  User Reviews        ,Jentadueto oral, label, rx,
http://www.webmd.com/drugs/drug-5250-Precose+oral,13  User Reviews        ,Precose oral, label, rx,
http://www.webmd.com/drugs/drug-3448-Humulin+70-30+subcutaneous,12  User Reviews        ,Humulin 70/30 subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-20224-Humalog+Mix+75-25+subcutaneous,12  User Reviews        ,Humalog Mix 75-25 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-20313-nateglinide+oral,11  User Reviews        ,nateglinide oral, label, rx,
http://www.webmd.com/drugs/drug-149829-Humalog+Mix+75-25+KwikPen+subcutaneous,11  User Reviews        ,Humalog Mix 75-25 KwikPen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-76308-Novolin+N+subcutaneous,10  User Reviews        ,Novolin N subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-166327-Levemir+FlexTouch+subcutaneous,9  User Reviews        ,Levemir FlexTouch subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-5218-Humulin+R+injection,8  User Reviews        ,Humulin R injection, label, otc,
http://www.webmd.com/drugs/drug-163400-Oseni+oral,8  User Reviews        ,Oseni oral, label, rx,
http://www.webmd.com/drugs/drug-167715-Glyxambi+oral,8  User Reviews        ,Glyxambi oral, label, rx,
http://www.webmd.com/drugs/drug-1468-Novolin+70-30+subcutaneous,7  User Reviews        ,Novolin 70/30 subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-5953-Humulin+N+subcutaneous,7  User Reviews        ,Humulin N subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-94011-insulin+detemir+subcutaneous,7  User Reviews        ,insulin detemir subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-94097-pioglitazone-metformin+oral,7  User Reviews        ,pioglitazone-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-5205-glyburide+micronized+oral,6  User Reviews        ,glyburide micronized oral, label, rx,
http://www.webmd.com/drugs/drug-20222-mifepristone+oral,6  User Reviews        ,mifepristone oral, label, rx,
http://www.webmd.com/drugs/drug-20805-insulin+glargine+subcutaneous,6  User Reviews        ,insulin glargine subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-77963-Riomet+oral,6  User Reviews        ,Riomet oral, label, rx,
http://www.webmd.com/drugs/drug-152040-Apidra+SoloStar+subcutaneous,6  User Reviews        ,Apidra SoloStar subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-166783-Invokamet+oral,6  User Reviews        ,Invokamet oral, label, rx,
http://www.webmd.com/drugs/drug-5235-Glynase+oral,5  User Reviews        ,Glynase oral, label, rx,
http://www.webmd.com/drugs/drug-148063-sitagliptin-metformin+oral,5  User Reviews        ,sitagliptin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-163396-Kazano+oral,5  User Reviews        ,Kazano oral, label, rx,
http://www.webmd.com/drugs/drug-3486-insulin+lispro+subcutaneous,4  User Reviews        ,insulin lispro subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-5233-insulin+regular+human+injection,4  User Reviews        ,insulin regular human injection, label, otc,
http://www.webmd.com/drugs/drug-16866-Glyset+oral,4  User Reviews        ,Glyset oral, label, rx,
http://www.webmd.com/drugs/drug-19888-colesevelam+oral,4  User Reviews        ,colesevelam oral, label, rx,
http://www.webmd.com/drugs/drug-93223-exenatide+subcutaneous,4  User Reviews        ,exenatide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-95012-insulin+regular+human+inhalation,4  User Reviews        ,insulin regular human inhalation, label, rx,
http://www.webmd.com/drugs/drug-153566-liraglutide+subcutaneous,4  User Reviews        ,liraglutide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-167199-Xigduo+XR+oral,4  User Reviews        ,Xigduo XR oral, label, rx,
http://www.webmd.com/drugs/drug-8635-chlorpropamide+oral,3  User Reviews        ,chlorpropamide oral, label, rx,
http://www.webmd.com/drugs/drug-149830-Humalog+Mix+50-50+KwikPen+subcutaneous,3  User Reviews        ,Humalog Mix 50-50 KwikPen subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-163872-canagliflozin+oral,3  User Reviews        ,canagliflozin oral, label, rx,
http://www.webmd.com/drugs/drug-170030-Tresiba+FlexTouch+U-200+subcutaneous,3  User Reviews        ,Tresiba FlexTouch U-200 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-6614-repaglinide+oral,2  User Reviews        ,repaglinide oral, label, rx,
http://www.webmd.com/drugs/drug-17298-rosiglitazone+oral,2  User Reviews        ,rosiglitazone oral, label, rx,
http://www.webmd.com/drugs/drug-21774-insulin+aspart+subcutaneous,2  User Reviews        ,insulin aspart subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-64071-Novolog+Mix+70-30+subcutaneous,2  User Reviews        ,Novolog Mix 70-30 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-94930-Humalog+Mix+50-50+subcutaneous,2  User Reviews        ,Humalog Mix 50-50 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-152751-saxagliptin+oral,2  User Reviews        ,saxagliptin oral, label, rx,
http://www.webmd.com/drugs/drug-154175-Actoplus+Met+XR+oral,2  User Reviews        ,Actoplus Met XR oral, label, rx,
http://www.webmd.com/drugs/drug-159426-linagliptin-metformin+oral,2  User Reviews        ,linagliptin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-163399-Nesina+oral,2  User Reviews        ,Nesina oral, label, rx,
http://www.webmd.com/drugs/drug-170029-Tresiba+FlexTouch+U-100+subcutaneous,2  User Reviews        ,Tresiba FlexTouch U-100 subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-1284-miglitol+oral,1  User Reviews        ,miglitol oral, label, rx,
http://www.webmd.com/drugs/drug-3948-tolbutamide+oral,1  User Reviews        ,tolbutamide oral, label, rx,
http://www.webmd.com/drugs/drug-6158-insulin+NPH+human+recomb+subcutaneous,1  User Reviews        ,insulin NPH human recomb subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-6159-insulin+NPH+and+regular+human+subcutaneous,1  User Reviews        ,insulin NPH and regular human subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-8719-tolazamide+oral,1  User Reviews        ,tolazamide oral, label, rx,
http://www.webmd.com/drugs/drug-64070-insulin+aspart+protamine-insulin+aspart+subcutaneous,1  User Reviews        ,insulin aspart protamine-insulin aspart subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-64253-rosiglitazone-metformin+oral,1  User Reviews        ,rosiglitazone-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-151643-repaglinide-metformin+oral,1  User Reviews        ,repaglinide-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-154914-saxagliptin-metformin+oral,1  User Reviews        ,saxagliptin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-155005-Novolog+PenFill+subcutaneous,1  User Reviews        ,Novolog PenFill subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-155816-linagliptin+oral,1  User Reviews        ,linagliptin oral, label, rx,
http://www.webmd.com/drugs/drug-159402-exenatide+microspheres+subcutaneous,1  User Reviews        ,exenatide microspheres subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-160203-Korlym+oral,1  User Reviews        ,Korlym oral, label, rx,
http://www.webmd.com/drugs/drug-163392-alogliptin+oral,1  User Reviews        ,alogliptin oral, label, rx,
http://www.webmd.com/drugs/drug-165640-dapagliflozin+oral,1  User Reviews        ,dapagliflozin oral, label, rx,
http://www.webmd.com/drugs/drug-165658-Humulin+70-30+KwikPen+subcutaneous,1  User Reviews        ,Humulin 70/30 KwikPen subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-165659-Humulin+N+KwikPen+subcutaneous,1  User Reviews        ,Humulin N KwikPen subcutaneous, label, otc,
http://www.webmd.com/drugs/drug-166761-empagliflozin+oral,1  User Reviews        ,empagliflozin oral, label, rx,
http://www.webmd.com/drugs/drug-167198-dapagliflozin-metformin+oral,1  User Reviews        ,dapagliflozin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-169678-Synjardy+oral,1  User Reviews        ,Synjardy oral, label, rx,
http://www.webmd.com/drugs/drug-17424-insulin+lispro+protamine+and+lispro+subcutaneous,Be the first to review it,insulin lispro protamine and lispro subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-92867-pramlintide+subcutaneous,Be the first to review it,pramlintide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-94838-insulin+glulisine+subcutaneous,Be the first to review it,insulin glulisine subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-144978-pioglitazone-glimepiride+oral,Be the first to review it,pioglitazone-glimepiride oral, label, rx,
http://www.webmd.com/drugs/drug-163393-alogliptin-pioglitazone+oral,Be the first to review it,alogliptin-pioglitazone oral, label, rx,
http://www.webmd.com/drugs/drug-163394-alogliptin-metformin+oral,Be the first to review it,alogliptin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-165589-insulin+degludec+subcutaneous,Be the first to review it,insulin degludec subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-166372-albiglutide+subcutaneous,Be the first to review it,albiglutide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-166778-canagliflozin-metformin+oral,Be the first to review it,canagliflozin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-167024-dulaglutide+subcutaneous,Be the first to review it,dulaglutide subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-167707-empagliflozin-linagliptin+oral,Be the first to review it,empagliflozin-linagliptin oral, label, rx,
http://www.webmd.com/drugs/drug-169671-empagliflozin-metformin+oral,Be the first to review it,empagliflozin-metformin oral, label, rx,
http://www.webmd.com/drugs/drug-172005-Jentadueto+XR+oral,Be the first to review it,Jentadueto XR oral, label, rx,
http://www.webmd.com/drugs/drug-20980-Gleevec+oral,84  User Reviews        ,Gleevec oral, label, rx,
http://www.webmd.com/drugs/drug-12361-Hydrea+oral,68  User Reviews        ,Hydrea oral, label, rx,
http://www.webmd.com/drugs/drug-7818-hydroxyurea+oral,64  User Reviews        ,hydroxyurea oral, offlabel, rx,
http://www.webmd.com/drugs/drug-37-interferon+alfa-2b+injection,48  User Reviews        ,interferon alfa-2b injection, offlabel, rx,
http://www.webmd.com/drugs/drug-144641-Sprycel+oral,36  User Reviews        ,Sprycel oral, label, rx,
http://www.webmd.com/drugs/drug-149539-Tasigna+oral,19  User Reviews        ,Tasigna oral, label, rx,
http://www.webmd.com/drugs/drug-52908-Intron+A+injection,16  User Reviews        ,Intron A injection, offlabel, rx,
http://www.webmd.com/drugs/drug-144638-dasatinib+oral,6  User Reviews        ,dasatinib oral, label, rx,
http://www.webmd.com/drugs/drug-149533-nilotinib+oral,4  User Reviews        ,nilotinib oral, label, rx,
http://www.webmd.com/drugs/drug-384-cytarabine+injection,3  User Reviews        ,cytarabine injection, offlabel, rx,
http://www.webmd.com/drugs/drug-8424-Droxia+oral,3  User Reviews        ,Droxia oral, offlabel, rx,
http://www.webmd.com/drugs/drug-20983-imatinib+oral,3  User Reviews        ,imatinib oral, label, rx,
http://www.webmd.com/drugs/drug-8870-mechlorethamine+injection,2  User Reviews        ,mechlorethamine injection, label, rx,
http://www.webmd.com/drugs/drug-162353-bosutinib+oral,2  User Reviews        ,bosutinib oral, label, rx,
http://www.webmd.com/drugs/drug-162896-Synribo+subcutaneous,2  User Reviews        ,Synribo subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-152109-cytarabine+PF+injection,1  User Reviews        ,cytarabine (PF) injection, offlabel, rx,
http://www.webmd.com/drugs/drug-14020-Myleran+oral,1  User Reviews        ,Myleran oral, label, rx,
http://www.webmd.com/drugs/drug-162416-Bosulif+oral,1  User Reviews        ,Bosulif oral, label, rx,
http://www.webmd.com/drugs/drug-162890-omacetaxine+subcutaneous,1  User Reviews        ,omacetaxine subcutaneous, label, rx,
http://www.webmd.com/drugs/drug-9338-Mustargen+injection,Be the first to review it,Mustargen injection, label, rx,
http://www.webmd.com/drugs/drug-14002-busulfan+oral,Be the first to review it,busulfan oral, label, rx,
http://www.webmd.com/drugs/drug-163095-ponatinib+oral,Be the first to review it,ponatinib oral, label, rx,
http://www.webmd.com/drugs/drug-163162-Iclusig+oral,Be the first to review it,Iclusig oral, label, rx,
http://www.webmd.com/drugs/drug-5903-mercaptopurine+oral,107  User Reviews        ,mercaptopurine oral, offlabel, rx,
http://www.webmd.com/drugs/drug-5659-methotrexate+sodium+injection,36  User Reviews        ,methotrexate sodium injection, offlabel, rx,
http://www.webmd.com/drugs/drug-4551-carboplatin+intravenous,25  User Reviews        ,carboplatin intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-90394-Vidaza+injection,25  User Reviews        ,Vidaza injection, offlabel, rx,
http://www.webmd.com/drugs/drug-6093-cyclophosphamide+oral,14  User Reviews        ,cyclophosphamide oral, label, rx,
http://www.webmd.com/drugs/drug-64890-methotrexate+sodium+PF+injection,7  User Reviews        ,methotrexate sodium (PF) injection, offlabel, rx,
http://www.webmd.com/drugs/drug-19924-cyclophosphamide+intravenous,7  User Reviews        ,cyclophosphamide intravenous, label, rx,
http://www.webmd.com/drugs/drug-8784-fludarabine+intravenous,4  User Reviews        ,fludarabine intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-7750-doxorubicin+intravenous,4  User Reviews        ,doxorubicin intravenous, label, rx,
http://www.webmd.com/drugs/drug-11669-Proleukin+intravenous,3  User Reviews        ,Proleukin intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-90380-azacitidine+injection,3  User Reviews        ,azacitidine injection, offlabel, rx,
http://www.webmd.com/drugs/drug-384-cytarabine+injection,3  User Reviews        ,cytarabine injection, label, rx,
http://www.webmd.com/drugs/drug-5192-idarubicin+intravenous,3  User Reviews        ,idarubicin intravenous, label, rx,
http://www.webmd.com/drugs/drug-8541-etoposide+intravenous,2  User Reviews        ,etoposide intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-8781-etoposide+oral,2  User Reviews        ,etoposide oral, offlabel, rx,
http://www.webmd.com/drugs/drug-3636-mitoxantrone+intravenous,2  User Reviews        ,mitoxantrone intravenous, label, rx,
http://www.webmd.com/drugs/drug-5021-daunorubicin+intravenous,2  User Reviews        ,daunorubicin intravenous, label, rx,
http://www.webmd.com/drugs/drug-14103-thioguanine+oral,1  User Reviews        ,thioguanine oral, label, rx,
http://www.webmd.com/drugs/drug-152109-cytarabine+PF+injection,1  User Reviews        ,cytarabine (PF) injection, label, rx,
http://www.webmd.com/drugs/drug-154990-Tabloid+oral,1  User Reviews        ,Tabloid oral, label, rx,
http://www.webmd.com/drugs/drug-8540-Toposar+intravenous,Be the first to review it,Toposar intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-11667-aldesleukin+intravenous,Be the first to review it,aldesleukin intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-13701-etoposide+phosphate+intravenous,Be the first to review it,etoposide phosphate intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-13704-Etopophos+intravenous,Be the first to review it,Etopophos intravenous, offlabel, rx,
http://www.webmd.com/drugs/drug-158468-asparaginase+Erwinia+chrysanthemi+injection,Be the first to review it,asparaginase (Erwinia chrysanthemi) injection, offlabel, rx,
http://www.webmd.com/drugs/drug-158492-Erwinaze+injection,Be the first to review it,Erwinaze injection, offlabel, rx,
http://www.webmd.com/drugs/drug-166385-Purixan+oral,Be the first to review it,Purixan oral, offlabel, rx,
http://www.webmd.com/drugs/drug-5189-Idamycin+PFS+intravenous,Be the first to review it,Idamycin PFS intravenous, label, rx,
http://www.webmd.com/drugs/drug-6007-prednisone+oral,2541  User Reviews        ,prednisone oral, label, rx,
http://www.webmd.com/drugs/drug-6470-methylprednisolone+oral,550  User Reviews        ,methylprednisolone oral, label, rx,
http://www.webmd.com/drugs/drug-9275-Kenalog+injection,299  User Reviews        ,Kenalog injection, label, rx,
http://www.webmd.com/drugs/drug-20909-methotrexate+sodium+oral,126  User Reviews        ,methotrexate sodium oral, label, rx,
http://www.webmd.com/drugs/drug-11321-Medrol+Pak+oral,121  User Reviews        ,Medrol (Pak) oral, label, rx,
http://www.webmd.com/drugs/drug-6469-Medrol+oral,117  User Reviews        ,Medrol oral, label, rx,
http://www.webmd.com/drugs/drug-5903-mercaptopurine+oral,107  User Reviews        ,mercaptopurine oral, label, rx,
http://www.webmd.com/drugs/drug-1027-dexamethasone+oral,105  User Reviews        ,dexamethasone oral, label, rx,
http://www.webmd.com/drugs/drug-6160-Depo-Medrol+injection,102  User Reviews        ,Depo-Medrol injection, label, rx,
http://www.webmd.com/drugs/drug-6307-prednisolone+oral,67  User Reviews        ,prednisolone oral, label, rx,
http://www.webmd.com/drugs/drug-18160-DexPak+13+Day+oral,59  User Reviews        ,DexPak 13 Day oral, label, rx,
http://www.webmd.com/drugs/drug-152303-Solu-Medrol+intravenous,42  User Reviews        ,Solu-Medrol intravenous, label, rx,
http://www.webmd.com/drugs/drug-6731-hydrocortisone+oral,39  User Reviews        ,hydrocortisone oral, label, rx,
http://www.webmd.com/drugs/drug-5659-methotrexate+sodium+injection,36  User Reviews        ,methotrexate sodium injection, label, rx,
http://www.webmd.com/drugs/drug-6730-Cortef+oral,33  User Reviews        ,Cortef oral, label, rx,
http://www.webmd.com/drugs/drug-1787-Deltasone+oral,24  User Reviews        ,Deltasone oral, label, rx,
http://www.webmd.com/drugs/drug-9-triamcinolone+acetonide+injection,22  User Reviews        ,triamcinolone acetonide injection, label, rx,
http://www.webmd.com/drugs/drug-8641-cortisone+oral,20  User Reviews        ,cortisone oral, label, rx,
http://www.webmd.com/drugs/drug-4454-methylprednisolone+acetate+injection,19  User Reviews        ,methylprednisolone acetate injection, label, rx,
http://www.webmd.com/drugs/drug-5720-Celestone+Soluspan+injection,17  User Reviews        ,Celestone Soluspan injection, label, rx,
http://www.webmd.com/drugs/drug-14590-Prednisone+Intensol+oral,16  User Reviews        ,Prednisone Intensol oral, label, rx,
http://www.webmd.com/drugs/drug-6751-dexamethasone+sodium+phosphate+injection,15  User Reviews        ,dexamethasone sodium phosphate injection, label, rx,
http://www.webmd.com/drugs/drug-6093-cyclophosphamide+oral,14  User Reviews        ,cyclophosphamide oral, label, rx,
http://www.webmd.com/drugs/drug-144840-Orapred+ODT+oral,14  User Reviews        ,Orapred ODT oral, label, rx,
